titel;author;konferenz;veranstaltungstitel;zeitschrift;datum;Tweet Datum;Tweet
;;;;;;2010-12-06 11:10:00+00:00;"Man lernt von Studierenden und man lernt nie aus: DAU steht für ""Dümmster anzunehmender User"" - Videoconf-Systeme sind nicht für DAUs gebaut"
;;;;;;2010-12-05 17:04:03+00:00;"""Digital Natives"" ist nur ein Vorwand, sich nicht selbst lernend in die digitale Welt aufzumachen. Arte Video 30min: http://bit.ly/e0BgSB"
;;;;;;2010-12-03 08:48:38+00:00;"Hagel on Performance++: ""... improving the skills and efficiency of the employees using ... digital collab tools ..."" http://bit.ly/e9WCAo"
;;;;;;2010-12-02 17:02:06+00:00;@schaeferblick Dann zähle ich ja zu den sehr toleranten Menschen, werde nicht hässig, wenn nach 24h noch keine Mailantwort da ist :-)))
;;;;;;2010-12-02 13:27:34+00:00;So so, was unser Mailsystem neu kann: Abwesenheitsbenachrichtigungen auch stundenweise, nicht nur für ganze Tage: Braucht jemand das?
;;;;;;2010-12-02 09:51:05+00:00;Kurzvortrag (PechaKucha) zu #arbeitswelt2020 am HSG Alumni Flagship-Event: http://slidesha.re/ej8f0v (für Redetext nach unten scrollen)
;;;;;;2010-12-01 10:40:42+00:00;Economist article: In 2011 companies will begin to say goodbye to the written word.  They adapt to video: http://econ.st/i5BRs0
;;;;;;2010-11-30 12:54:18+00:00;Want to understand html5 and webapps? See Ericsson slideshare presentation: http://slidesha.re/eUNgtz / via @ajitjaokar
;;;;;;2010-11-30 12:54:18+00:00;Want to understand html5 and webapps? See Ericsson slideshare presentation: http://slidesha.re/eUNgtz / via @ajitjaokar
;;;;;;2010-11-30 12:02:17+00:00;Spezialkategorie des Best of Swiss Web Award sind in 2011 Digital Natives: http://bit.ly/fYj3gF.  EInreichung von Projekten bis 14. Jan.
;;;;;;2010-11-30 10:18:14+00:00;Bei  meinem Pecha Kucha Vortrag am HSG Alumni Zürich Flagship Event nach Twitterern gefragt (#arbeit2020): Von 350 haben aufgestreckt? ... 2
;;;;;;2010-11-21 12:17:46+00:00;So viele Spendenaufruf-Briefe. #charity. Wenn es nur so etwas wie flattr gäbe, dass man sein Budget einfach per Klick verteilen könnte.
;;;;;;2010-11-19 07:59:27+00:00;Der Christbaum ist da, am Klosterplatz St. Gallen. Mit Heli eingeflogen. Video: http://youtu.be/clMrxqn5OMs, Fotos: http://bit.ly/caUEDM
;;;;;;2010-11-17 21:00:55+00:00;Beim abendlichen WebVideo-Surfen entdeckt: Journal of Visual Experiments: http://bit.ly/7h584 (Immunology, Neuroscience, ...) #elearning
;;;;;;2010-11-16 14:53:50+00:00;Kolumne des LearningWaves Blogs und Newsletters: #Microlearning lässt Bücher allmählich verdunsten: http://bit.ly/gG3kh (u.a. Meldungen)
;;;;;;2010-11-16 09:12:02+00:00;Would Enterprise 2.0 have avoided catastrophic mistakes? See: http://www.slideshare.net/fidelman/what-if-peter-drucker-taught-enterprise-20
;;;;;;2010-11-05 09:57:05+00:00;Forschungsergebnisse zu Teams, 3 CSF, u.a.: Groups perform better on tasks ... if there are some women in the group: http://bit.ly/cd19bV
;;;;;;2010-11-05 08:59:34+00:00;Enterprise 2.0 Fallstudien (Kurzvideos / Interviews) nun schön in Playlists geordnet: http://www.youtube.com/user/iwiunisg
;;;;;;2010-10-28 21:17:22+00:00;"Auf Folie 57 ff. steht ""Manntage"". Störte mich: Mann! muss das sein? Auf meinen Kommentar, Nr. 8, kam Antwort : http://slidesha.re/am4UCK"
;;;;;;2010-10-28 21:09:22+00:00;Habe erstmals einen Wikipedia Eintrag ergänzt, den zu Datev, live im Vortrag bei @Datev über Social Media. Lautes Gemurmel im Saal ...
;;;;;;2010-10-22 10:50:18+00:00;RT @midide: @ABack Interview Dougiamas, Moodle 3.0 - Gibt es dazu einen Link? / Ja, ist auf e-Literate: http://bit.ly/986CQT
;;;;;;2010-10-22 09:17:42+00:00;Peter Drucker: Do you want to build ideas first and foremost? Then you must not build a big organiz.ation, as you will end up managing it
;;;;;;2010-10-22 09:03:04+00:00;"Wie die Zeit einteilen und ""Nein"" sagen? Das Diagramm von Freelancer/in (Gina) plant: 30% love - 30% learning - 30% money - 10% admin"
;;;;;;2010-10-21 21:08:48+00:00;"Forgot the link to the Micro-Poetry book ""Shocking Blue Demon Lover"" explained here: http://bit.ly/c2OL2t"
;;;;;;2010-10-21 20:59:24+00:00;"Microcontent goes poetry, realtime, location-based and social: have a look at the book of @nobabe ""Shocking Blue Demon Lover"""
;;;;;;2010-10-21 08:35:50+00:00;Wie gehts weiter mit den LMS Sakai3 und Moodle 3.0. Post zu Interview mit Moodle-Entwickler M. Dougiamas (via eduhub newsletter)
;;;;;;2010-10-21 08:30:37+00:00;RT @AjitJaokar: Washington Post  does not get social media. Thinks responding to readers is not engagement http://bit.ly/cFn1gm
;;;;;;2010-10-21 07:02:57+00:00;Sie ist da, meine Kuh(aktie) von naturkonkret.ch und heisst Nuage. Mehr dazu siehe Kolumne http://bit.ly/a3H0QA.
;;;;;;2010-10-21 07:02:57+00:00;Sie ist da, meine Kuh(aktie) von naturkonkret.ch und heisst Nuage. Mehr dazu siehe Kolumne http://bit.ly/a3H0QA.
;;;;;;2010-10-20 07:26:46+00:00;Zum Zitieren: O'Reilly: Web 2.0 Design Patterns,  als Journal Publiaktion:  Intl. Journal of Digital Economics, 2007:  http://bit.ly/cqOIkL
;;;;;;2010-10-15 11:12:08+00:00;Schreiben Sie an #WissensWert die Mitmachzeitschrift: Wie wird Workplace Learning bei Ihnen umgesetzt? Mehr hier. Link2: http://bit.ly/oQxM2
;;;;;;2010-10-15 11:10:05+00:00;Schreiben Sie an #WissensWert, die Mitmachzeitschrift: Wie wird Workplace Learning bei Ihnen umgesetzt? Mehr dazu hier: http://bit.ly/crpqup
;;;;;;2010-10-15 11:06:50+00:00;Im  Nov-Newsletter eLearning: Das iPad in der Lehre: hohe Erwartungen, viele Herausforderungen http://bit.ly/dcfdaa (#learningwaves blog)
;;;;;;2010-10-15 11:05:00+00:00;Meine Kolumne vom Nov.: Wegen meiner Kuh auf der Alm bleiben meine Daten in der Cloud: http://bit.ly/a3H0QA (auf #learningwaves)
;;;;;;2010-10-14 05:29:10+00:00;Beim #ibseo viel gelernt über Websiteoptimierung, d.h. SEO, SMO und Social Media Optim., hier meine Zusammenfassung: http://bit.ly/aMyYkL
;;;;;;2010-10-13 20:41:46+00:00;@maxontour  (wg. Darwins Buch 22 Jahre nach Recherche): Gut gekontert! Wie es gewesen wäre, hätte es damals schon mobile Blogging gegeben?
;;;;;;2010-10-13 17:42:05+00:00;Die Mitmachzeitschrift #WIssensWert (Enterprise 2.0, eLearning) wird erwachsen! So fragen Gastorganisatoren nun bei uns an, nicht umgekehrt
;;;;;;2010-10-13 15:58:53+00:00;#ibseo So viel Interessantes erfahren zum Mitschreiben & -surfen, keine Zeit zum Twittern.  Mehr dazu wohl bald hier: http://bit.ly/b2ilVN
;;;;;;2010-10-13 07:16:52+00:00;Aktualisiertes Tutorial von Google (30 S., Englisch zu Suchmaschinenoptimierung: http://goo.gl/Geeu #ibseo
;;;;;;2010-10-11 21:35:00+00:00;"RT @SteveCase: ""The surest bet for success is to surround yourself with talented women""- Obama speaking at FORTUNE Most Powerful Women S ..."
;;;;;;2010-10-11 13:59:22+00:00;Identitätsfassaden http://bit.ly/9iVlS7 Kolumne von G. Dueck über Jobtitel auf Visitenkarten. Wort gefällt, dachte aber an Digital Footprint
;;;;;;2010-10-08 19:02:58+00:00;Drawers retrieved from New Orleans flood: What do YOU take when you have 5 min left to leave: Floodwall exhibition: http://bit.ly/bU7OOH
;;;;;;2010-10-05 16:41:55+00:00;"Erstmals eine Online-Umfrage erhalten, die mit Google Docs ""Formular erstellen"" gemacht ist. Cool und einfach, mach ich auch mal."
;;;;;;2010-09-29 22:35:12+00:00;"Chris Anderson (TED) ""the significance of the rise of Web video is underreported. More crowd accelerated innovation: http://bit.ly/9aFVlA"
;;;;;;2010-09-29 16:16:49+00:00;"A topic in our class #e20HSG is ""The DotCom Bubble"": Cesar found this (viral) video ""Another bubble ?"" for us: http://youtu.be/I6IQ_FOCE6I"
;;;;;;2010-09-29 15:47:44+00:00;Whole new experience: My students do Pecha Kucha presentations in my class #e20HSG. Allows time for individual presentations and grading
;;;;;;2010-09-29 13:50:35+00:00;#e20HSG: Also well visualized: Slides on the evolution from Web 1.0, Web 2.0 to WebSquared by #TSystemsMMS: http://slidesha.re/bgpst6
;;;;;;2010-09-29 13:44:08+00:00;#e20HSG: Was folgt auf Web 2.0? Nicht Web 3.0 sagen, sondern wenn, dann #WebSquared: hier kurz erklärt: http://slidesha.re/d62o1p
;;;;;;2010-09-29 13:44:08+00:00;#e20HSG: Was folgt auf Web 2.0? Nicht Web 3.0 sagen, sondern wenn, dann #WebSquared: hier kurz erklärt: http://slidesha.re/d62o1p
;;;;;;2010-09-28 10:23:10+00:00;For our lecture #e20HSG on Enterprise 2.0 use we now have the confirmation that SwissRe will present their Ourspace Collaboration Platform
;;;;;;2010-09-22 14:01:35+00:00;Heute meine erste @lecturnity Aufzeichnung während regulärer Präsenzlehrveranstaltung gemacht. Hat gar nicht weh getan :-)) Mehr dazu bald
;;;;;;2010-09-20 20:54:35+00:00;@mobilezeitgeist z.K.: Unsere Studie Dax30 Enterprise Apps und Productivity Apps Workflow(s): http://scr.bi/dbj7EE
;;;;;;2010-09-20 20:33:00+00:00;Reading Enterprise Apps - Studie zu Apps von und in Unternehmen on Scribd http://scr.bi/d09PAM #readcast
;;;;;;2010-09-20 05:43:57+00:00;Kolumne: Dem Miraculix unter den Lehrenden @mwesch in den Kochtopf geschaut: http://bit.ly/d03OZ2
;;;;;;2010-09-18 09:21:39+00:00;Apps zu einem Workflow kombinieren, das wärs! Wenns mit #Wappwolf gut klappt, dann sind wir dabei, hier Erklärvideo http://bit.ly/bZR7W1
;;;;;;2010-09-14 08:05:36+00:00;At Uni Strassbourg students press lecturers to have their classes recorded: See the platform: http://bit.ly/b8WOTe (Open Source SW)
;;;;;;2010-09-13 14:07:30+00:00;So muss es sein: Doktorand dem Prof. innovativ voraus: Mobile Uni Apps als #Prezi Präsentation: http://bit.ly/cQgez3, #ecgmw10
;;;;;;2010-09-13 13:40:10+00:00;"Kann man immer wieder gebrauchen: Jane Harts ""10 reasons NOT to ban social media in organizations"": http://bit.ly/aa1WEr"
;;;;;;2010-09-13 12:36:02+00:00;Auf der Barcamp-Pre-Conference der GMW #ecgmw10 trägt T. Sammer gleich über unsere Studie Mobile Apps an Unis vor. Doku folgt im ec wiki
;;;;;;2010-09-10 21:52:56+00:00;Ein virales YouTube-Video wurde zum Screensaver: Wenn der Bildschirm mal von innen geputzt werden muss: http://bit.ly/DPpPw
;;;;;;2010-09-10 08:34:19+00:00;"The Video ""Boardroom Tweets"" is a great pledge for brief but sharp communication: http://youtu.be/TkFG2IlOPwY #thestgallenmba"
;;;;;;2010-09-09 05:58:42+00:00;RT @ralfsteck: Sehr nettes Video - Twitter in Konferenzen: http://t.co/qzNG83w
;;;;;;2010-09-05 01:35:40+00:00;Check this video out -- David McCandless: The beauty of data visualization http://t.co/1Y3A8rL via @youtube
;;;;;;2010-09-04 16:06:02+00:00;Ob jemand den Hut vermisst? Nach Redesign von #WissensWert http://bit.ly/9yPguW  auch neu business20experts: http://bit.ly/9VHJRo.
;;;;;;2010-09-04 16:03:42+00:00;Meine 1. Volksabstimmung Bund-Kanton-Stadt: Ladenöffnungszeit - S-Bahn St.G. - Flüsschensanierung - ALV: Toll, ich darf mitmachen
;;;;;;2010-09-03 07:29:56+00:00;"Schreiben Sie ein paar Zeilen zur WissensWert-BlogCarnival Frage Verlieren LMS im Web 2.0 an Bedeutung?"": ""http://bit.ly/oQxM2"""
;;;;;;2010-08-30 22:28:47+00:00;Bin am Wacom tablet lernen und entdecke das: http://bit.ly/8FGVxE. Wusste, dass es Speed Dating gibt, aber Speed Painting? Erstmals gesehn
;;;;;;2010-08-30 18:29:01+00:00;Erstaunlich, was da schon ist: RT @gsiemens: can you share your favorite PLE/PLN resources articles, ... here:? http://bit.ly/cuUpjA thx!
;;;;;;2010-08-30 18:29:01+00:00;Erstaunlich, was da schon ist: RT @gsiemens: can you share your favorite PLE/PLN resources articles, ... here:? http://bit.ly/cuUpjA thx!
;;;;;;2010-08-30 09:13:19+00:00;"Im Nachbarbüro wird der neu eingetroffene iPad in Augenschein genommen. Wir werden (er)forschen ""Apps for Learning Productivity"""
;;;;;;2010-08-30 09:11:44+00:00;Kruse & Sattelberger: E20 - Klassische Machtstrukturen geraten ins Wanken: Zitate aus dem Video (via @ulrike_reinhard): http://bit.ly/9VHJRo
;;;;;;2010-08-29 21:31:21+00:00;Man möchte lachen, wenn es nicht zum Weinen wär: RT @gsiemens: Openness, but only if it's closed: http://bit.ly/b3FxOD  (cc @chronicle)
;;;;;;2010-08-29 21:27:36+00:00;RT @AjitJaokar: A milestone - Oxford dictionary will not be printed again! http://ow.ly/2wqDI (another link: http://bit.ly/a0TFCs)
;;;;;;2010-08-28 18:13:01+00:00;"#Slideshare won't upload my pdf while #scribd had no problem. My Sides ""Reifegrad Enterprise 2.0"" now on Scribd: http://scr.bi/bKs7Ap"
;;;;;;2010-08-27 08:54:12+00:00;FAZ, Netzökonom über Studie: Unternehmen fehlen die Strukturen (und Qualifizierung) für Social Media: http://bit.ly/9CCbTo
;;;;;;2010-08-24 10:48:30+00:00;"ebook oder gedrucktes Buch? Jedes hat seine Vorteile: ""5 Ways that ... are better than ..."": http://bit.ly/d5fcBf"
;;;;;;2010-08-19 08:46:36+00:00;"Zur Angst vor Idendität 2.0 schreibt @martinlindner. Mit schönen deutschen Ausdrücken, z.B. ""gestohlene Seelen-Stücke"": http://bit.ly/chQ4Kc"
;;;;;;2010-08-18 10:17:45+00:00;"Web 2.0 ist das ""Next eGovernment"" - Bericht vom gov20 summit, USA,  zu ""Transforming Government through Innovative Tech&Tools"""
;;;;;;2010-08-18 09:16:33+00:00;"RT @Rolotec: &quot;Twittern am Arbeitsplatz - Die Social-Media-Strategien in Unternehmen&quot;, CIO.de: http://bit.ly/bhcaiZ"
;;;;;;2010-08-17 13:41:04+00:00;@towal Crowdsourcing Geschäftsmodell/e? http://bit.ly/dhURs4
;;;;;;2010-08-17 07:44:46+00:00;RT @dachisgroup Six Social Business Trends To Watch « Dachis Group Collaboratory http://bit.ly/bXiFO0
;;;;;;2010-08-17 07:11:40+00:00;Realtime Feed geht  über Profilseite? RT @lgstream: Facebook Profile Pages Becoming Irrelevant http://j.mp/d2M8bN
;;;;;;2010-08-16 11:36:29+00:00;"In Faz.net, Interview mit Sandra Sieber: ""Viele Führungskräfte sind zu alt für Social Media"": http://vvv.li/ue"
;;;;;;2010-08-15 22:13:06+00:00;@dtapscott Is CDM related to Group Wisdom Support Systems? http://bit.ly/akhvNs
;;;;;;2010-08-15 18:16:25+00:00;RT @ICONWorldwide: Top MBA programs introduce social media courses into curriculums: BusinessWeek: http://bit.ly/adJEua
;;;;;;2010-08-12 19:38:12+00:00;So gehts - Embed Videos in PowerPoint Presentations... http://tinyurl.com/l3jecp (auch vimeo)
;;;;;;2010-08-12 11:24:54+00:00;Freudscher Versprecher im eLearning 2.0 Workshop: Statt Mitmachweb, sagte ich Fitmach-Web. Das merke ich mir.
;;;;;;2010-08-12 06:41:31+00:00;Was für ein Tag: Gleich gehts mit meinem WebVideo Workshop im BallyLab los. Bin grad über den Laufsteg gegangen. Fehlten nur die Spotlights
;;;;;;2010-08-12 06:41:31+00:00;Was für ein Tag: Gleich gehts mit meinem WebVideo Workshop im BallyLab los. Bin grad über den Laufsteg gegangen. Fehlten nur die Spotlights
;;;;;;2010-08-11 10:47:34+00:00;"TEDTalk über ""Art of Choosing"": http://bit.ly/9RyeoY. Wow: Welch kulturelle Unterschiede! Forschungsprojekt zu Senf & St.G. Bratwurst nötig."
;;;;;;2010-08-11 10:19:18+00:00;Twitter-Follower als Foto-Mosaik darstellen mit http://twilk.com - schnell gemacht, und nett. (gesehen bei @wverdoold)
;;;;;;2010-08-09 06:52:14+00:00;Jemand hat mir das Weiterbildungszentrum der HSG geschenkt - nun, den Grundbucheintrag auf WhatsYourPlace: http://bit.ly/cclR2w
;;;;;;2010-08-08 15:00:49+00:00;Geschenkpapier selbst gestalten - wie nett, ich probiere es für den nächsten Anlass siche rmal aus: Pluddel: http://bit.ly/57qrdE
;;;;;;2010-08-03 09:30:33+00:00;8 Seiten Text über unseren Arbeitsstand zu Reifegradmodell für Kollaboration 2.0 (im Kontext von Enterprise 2.0): http://scr.bi/9nwhPX
;;;;;;2010-08-01 19:33:04+00:00;CH 1. Aug-Feier Feuerwerk am blitzhellen Himmel synchron mit Donnergrollen - Erstmals so gesehen, wow
;;;;;;2010-07-27 09:55:17+00:00;Has anybody ever defined Instant Messaging vs. Microblogging, and how they relate to  Social Software? - To be cited in an academic paper?
;;;;;;2010-07-27 07:23:29+00:00;Namen für Produkte, Dienste etc. ausdenken? NameRobot ist mir einen Versuch wert: http://bit.ly/bpgTZ7 (via @netzwertig_feed)
;;;;;;2010-07-22 21:56:08+00:00;Nützlich: Zeichnungsvorlage für Business Model Canvas (nach Alex Osterwalder) in Google Drawings: http://bit.ly/9GiBme
;;;;;;2010-07-22 00:25:55+00:00;"RT @amcafee: From ReadWrite Enterprise: ""Social enterprise and cloud computing companies are here to stay."" - http://bit.ly/aDzYLw"
;;;;;;2010-07-21 17:02:19+00:00;"Good example: OhMyGodWhatHappened: Future of Publishing a Booklet: http://bit.ly/4R9rth. Pay with a tweet; Share pages where you learn s.th."
;;;;;;2010-07-21 16:53:04+00:00;This Book helps you to move into the Digital era of awesomeness. Download it for free: http://bit.ly/4R9rth
;;;;;;2010-07-16 07:22:54+00:00;"TGIF - Thank Good it is Friday neu interpretiert: Bei manch Unternehmen der bezahlte ""freie"" Tag für Kreatives; Lernen & Wissensweitergabe"
;;;;;;2010-07-15 18:16:28+00:00;Blogwerk http://bit.ly/93dmvG (Multitasking-Effekt) des Imgriff-Blogs bekam mein erstes Flattr-Micropayment. Hat rebell.tv das auch?
;;;;;;2010-07-15 17:19:11+00:00;Ich mach nun mit bei Social Micropayment: http://bit.ly/aE0jbU. Anstoss? Heut' bot  Mann mir für wiss. Ergebnis Spende, ohne dass ich fragte
;;;;;;2010-07-15 16:10:40+00:00;@ToWal Would re-evaluating follows help? Ausmisten gelingt bei Umzügen gut, vielleicht im Zug von Zügenl auf anderes Tool :-))
;;;;;;2010-07-15 16:07:58+00:00;"Kolumne ""Mit 66 Jahren im Unistudium Bestnoten holen"": http://bit.ly/bhPsJy -  dazu kam schon erste Anfrage, die weiter-pubilziern zu dürfen"
;;;;;;2010-07-15 10:14:01+00:00;Web-Suche ergibt: Der Begriff Lernlibido wurde vom Philosoph Peter Sloterdijk verwendet, auch geprägt?  http://bit.ly/bHHFo6
;;;;;;2010-07-15 10:06:22+00:00;"Könnten Lernen & Lehrer-Schüler- Interaktion nicht so beliebt sein als wärs ""Brain Sex""? (M)Eine These beim ThinkTank: http://bit.ly/coIJli"
;;;;;;2010-07-15 10:06:22+00:00;"Könnten Lernen & Lehrer-Schüler- Interaktion nicht so beliebt sein als wärs ""Brain Sex""? (M)Eine These beim ThinkTank: http://bit.ly/coIJli"
;;;;;;2010-07-14 13:11:57+00:00;Echte, simple Produktivitätstools: RT @amertens: Ich empfehle #synergy jedem, der mit 2 oder mehr Monitoren arbeitet! http://bit.ly/h6sUR
;;;;;;2010-07-12 23:27:10+00:00;Man nehme 1. Porträtfoto von 1990, 2. Spiegel, 3. Dieses Tool: http://bit.ly/duUKER.  Wollen Sie noch wissen, wie Sie 2030 ausehen?
;;;;;;2010-07-08 21:58:05+00:00;Wär schön, wenn es am Bodensee auch Restaurantschiffe wie im Historischen Hafen in Berlin gäbe: http://www.deckshaus.de/ - incl. Besatzung
;;;;;;2010-07-08 21:53:38+00:00;Lanninger Bar, offen zur Spree: Lesen, Schauen, Sinnieren, Live-Musik hören ... und das Sommer-Stadtleben bekommt lauter i-Tüpfelchen
;;;;;;2010-07-05 12:36:09+00:00;Enterprise Wiki: Was vertraut aussieht, hat höhere Akzeptanzchancen: Create Wiki-pages via email #SamePage: http://bit.ly/985B3d
;;;;;;2010-06-30 12:13:36+00:00;RT @martinlindner: ... @mauszfabrick 's antwort auf formspring-frage ... aggregatzustand künftiger literatur: http://is.gd/d9PJH
;;;;;;2010-06-27 11:00:09+00:00;Sociel Media = Feel Good Media: Ein (nicht-wiss.) Versuch: Twittern hebt Oxytocin-Hormonspiegel: http://bit.ly/bKMYlC
;;;;;;2010-06-26 08:54:27+00:00;Go Fund Me Web-Dienst: http://bit.ly/a0daoT. Vielleicht sollte man mal seine an Bankern gescheiterte Ideensamml ung wieder ausgraben.
;;;;;;2010-06-24 18:42:59+00:00;"Mobiles Situiertes Lernen von Mathe/Physik im Fussballstadion - mit dem Handy: #Kauffman Projekt ""Sports Bytes"": http://bit.ly/c6BGQa"
;;;;;;2010-06-24 12:52:28+00:00;"Weiss jemand von Unternehmen, die öffentlich bekunden, dass sie Enteprise 2.0 bewusst nicht (mehr) verfolgen, evt. sich als ""Gegner"" outen?"
;;;;;;2010-06-23 09:42:22+00:00;Bau dir deine Geschäftssoftware aus Web-2.0-Tools: schnell & günstig: Video mit Interview von Startup-CEO http://bit.ly/arbpIz
;;;;;;2010-06-22 20:52:46+00:00;"My latest SlideShare upload : Upgrading to Project Management 2.0; http://slidesha.re/bvbDo9"
;;;;;;2010-06-22 15:01:23+00:00;RT @ToWal: I uploaded my presentation for #eBled on using #crowdsourcing to write textbooks to slideshare: http://ht.ly/21EEp
